ad_title,brand_name,cost,ctr,id,like,video_name,is_ugc,duration,height,width,industry_parent,industry_child,objective_value,creative_theme,creative_concept,format_production_style,talent_type,demographic_representation,audience_focus,campaign_objective
You won't believe how easy is to get an hearing test online!,Hearing Test™,2,0.01,7268222431230885889,6107,ad_29000000000_3_8_1,FALSE,10.403,1024,576,Health,Medical Services,Conversions,Educational & Explainer,FAQ,Native Video,Combination of actors and customers,Diverse Age Range,Problem Aware,Engagement
diabetes treatment type 2,Diabetes_Treatment,2,0.01,7294277277851926529,1992,ad_29000000000_3_9_1,TRUE,16.96,1024,576,Health,Medical Information,Conversions,Educational & Explainer,Product demo,Native Video,None,No People Featured,Problem Aware,Awareness
Now we know what keeps the headache away,Migraine Treatment,2,0.01,7286004570240843778,2084,ad_29000000000_3_10_1,TRUE,7.64,960,540,Health,Medical Information,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Unclear,Primarily Female,Unclear,Traffic
Take this quick test! Swipe left!,Quick Test,2,0.01,7332226407310819329,7045,ad_29000000000_3_11_1,FALSE,10.566,960,540,Health,Medical Information,Conversions,Educational & Explainer,Not Applicable,Native Video,None,Unclear,Problem Aware,Engagement
The source of 90% of chronic disease is something called Endotoxemia… #digestion #guthealth #bloating #constipation #healthtip #urbanmonk,,1,0.01,7190914128550330370,2259,ad_29000000000_3_12_1,TRUE,60.718,1024,576,Health,Medical Information,Conversions,Educational & Explainer,Expert review,Native Video,Experts,Unclear,Problem Aware,Awareness
70%OFF Surprise Sale! ENDING SOON,,2,0.01,7308612758916317185,6210,ad_29000000000_3_13_1,TRUE,41.032,1024,576,Health,Medical Information,Conversions,Product-Centric,Before-and-after story,Native Video,Combination of influencers and customers,Diverse Age Range,Problem Aware,Sales
What are the risk factors of parasites? – Click to Learn How to Stay Safe!,purehealth_research,2,0.01,7255623045170364417,1776,ad_29000000000_3_14_1,TRUE,47.083,1024,576,Health,Medical Information,Conversions,Educational & Explainer,Product demo,Native Video,Experts,Primarily Male,Problem Aware,Sales
"take quick vision test, swipe left!",Vision Test Online,2,0.01,7263840011858198529,24759,ad_29000000000_3_15_1,TRUE,15.417,1024,576,Health,Medical Services,Conversions,Educational & Explainer,FAQ,Native Video,Experts,Primarily Male,Problem Aware,Engagement
"take quick vision test, swipe left!",Vision Test Online,2,0.01,7262291149481017345,17970,ad_29000000000_3_16_1,TRUE,8.767,1276,720,Health,Medical Services,Conversions,Educational & Explainer,Not Applicable,Native Video,Influencers,Primarily Young Adults,Unaware Audience,Engagement
50% OFF ALL 40mm Gas Masks and Filters,ParcilSafety,1,0.01,7190087696731095041,6150,ad_29000000000_3_17_1,TRUE,28.033,1024,576,Health,Medical Services,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Unclear,Unclear,Product Aware,Sales
in your city!,THERAPHY,2,0.01,7301003085660553218,3650,ad_29000000000_3_18_1,TRUE,15.267,1280,720,Health,Medical Services,Conversions,Product-Centric,None,Native Video,None,No People Featured,Problem Aware,Awareness
Get Ripped & Confident.,momomuscle,1,0.01,7276667628005457922,3765,ad_29000000000_3_19_1,TRUE,33.436,1280,720,Health,Medical Information,Conversions,Educational & Explainer,Product demo,Native Video,Experts,Diverse Gender Representation,Problem Aware,Engagement
@eufybaby #eufyBabyMonitor #eufyHybridMonitor #eufy4Kbabymonitor,,2,0.01,7475116627388186640,12290,ad_12000000000_3_0_1,TRUE,97.367,1024,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Product-Centric,Product demo,Native Video,Customers,Diverse Age Range,Solution Aware,Sales
"Thank you for your orders, Josephine! We hope you and your family love your new bunny friends. Just in time to celebrate Egg Day with the Villagers! #hazelvillage #bunnies #rabbit #easter #packingvideo #smallbusiness #dressup #toys #dolls #stuffedanimals ",,1,0.01,7202683815600029698,5060,ad_12000000000_3_1_1,TRUE,51.082,1024,576,"Baby, Kids & Maternity",Toys for Kids,Conversions,Product-Centric,Behind-the-scenes,Native Video,None,No People Featured,Product Aware,Sales
The @MINA BAIE Emmy full size diaper bag in black leather 🥰 I AM OBSESSED. How cute is this going to be!,,2,0.01,7455756020134215697,1933,ad_12000000000_3_2_1,TRUE,139.534,1024,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Product-Centric,Unboxing,Native Video,Customers,Primarily Female,Solution Aware,Sales
Only the best for my boys 🥰 #truheighttoddler #toddlervitamins #growth #toddlergrowth #completenutrition #organicmilkpowder #truheightvitamins #couplegoals #pregnancy #pregnant #momlife #suerose,,2,0.01,7340719430266847234,1946,ad_12000000000_3_3_1,TRUE,33.967,1024,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Testimonial & Social Proof,Day-in-the-life story,Native Video,Customers,Primarily Female,Problem Aware,Sales
"Explore @Quincie!’s sweet new nursery, featuring the Lolly Mini Crib and Sigi Recliner. We love how the neutral furniture lets the pink wall pop. 💖 #nurseryreveal #pregnantlife #pregnancyjourney #babyroom ",,1,0.01,7303650786347778049,1873,ad_12000000000_3_4_1,TRUE,20.134,1024,576,"Baby, Kids & Maternity",Baby Bedding,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Primarily Young Adults,Product Aware,Awareness
"Use my codes: M5xsemaj & S12xsemaj for 15% off for ALL PRODUCTS on @Momcozy Official website, will be upgraded to 25% off from May 1~12th! Use code: 30xsemaj for 30% off for ALL BRAS on Momcozy official website! LINK IN BIO 😘  #MomcozyM5  #Momcozy #momcozybra #momcozypumpingbra #HandsfreeBreastPump #BreastPump  #MomcozyPump #breastpump #breatsfeeding #greatoutput #sahm #firsttimemom #pumpingmom  #newbornmom #postpartum #wearablepump #pumpingjourney ",,1,0.01,7363605538901639184,4548,ad_12000000000_3_5_1,TRUE,69.534,1024,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Product-Centric,Comparison,Native Video,Customers,Primarily Female,Product Aware,Sales
"Shop www.BabyFeet.store for The Cutest Baby Accessories  Paula bought: Red Bow Black (baby Red Bottoms), the Mini ""Valentino"" in Pink, a Giant Bow, and Reflect Sunnies #babyredbottoms #babyfashion #babysunglases #babyvalentiny #babylouboutin #babyvalentino #babyhermes #tinyhermes #tinyvalentino #tinylouboutin #tinychanel #babychanel #minibirkin #babybirkin #myminime #mommyandmeoutfits",,2,0.01,7332663035415085058,1781,ad_12000000000_3_6_1,TRUE,38.934,1280,720,"Baby, Kids & Maternity",Children's Apparel,Conversions,Testimonial & Social Proof,Unboxing,Native Video,Customers,Primarily Female,Solution Aware,Sales
#Repost ❤️ Looking for the perfect gift? Checkout @kidsembrace for the most stylish and safest car seats that every kiddo will love.  Thank you so much @kidsembrace for #gifting Abigail and Aubrey these magical car seats! They feel like princesses in a royal carriage in their new car seats.  Be sure to checkout @kidsembrace to see all the character designs they have available. Stay tune for a full blog post.  Which character would your kiddo want to see in a car seat? Www.KidsEmbrace.com,,2,0.01,7285479310188806146,11905,ad_12000000000_3_7_1,TRUE,45.267,576,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Testimonial & Social Proof,None,Native Video,Customers,Diverse Ethnic Representation,Solution Aware,Sales
A mama must have ✨ @MINA BAIE  #strollerhack #strollercaddy #ad,,2,0.01,7471386939397963793,2803,ad_12000000000_3_8_1,TRUE,21.567,1024,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Lifestyle & Aspirational,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
The easiest (and prettiest) baby carrier: the Lark by hope&plum,,1,0.01,7298547984069902338,5453,ad_12000000000_3_9_1,TRUE,40.167,1024,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Problem Aware,Sales
Replying to @Nicole Mejia SO EASY! 🙌,,2,0.01,7330844956632809473,7105,ad_12000000000_3_10_1,TRUE,24.067,1024,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Testimonial & Social Proof,FAQ,Native Video,Customers,Primarily Female,Product Aware,Sales
Extra 25% OFF,babyboofashion,1,0.02,7319737168670670850,2226,ad_12000000000_3_11_1,FALSE,10.82,1024,576,"Baby, Kids & Maternity",Children's Apparel,Conversions,Promotional & Offer-Based,Limited-time offer,Static Image,None,No People Featured,Unclear,Sales
"The Lark Baby Carrier, designed by two women who never liked buckle carriers, until now 😍",,1,0.02,7294432972861292546,5411,ad_12000000000_3_12_1,TRUE,10.9,1024,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
I love my new diaper bag! 🥰✨ @MINA BAIE hands down has the best diaper bags 👏🏻 #minabaie #diaperbag #babyregistry #babymusthave #pregnant #ftm #fy #fyp #diaperbagessentials #aesthetic #chic #neutralaesthetic,,2,0.02,7471386928673275905,1971,ad_12000000000_3_13_1,TRUE,30.467,1024,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
A baby must have! I definitely underestimated this baby bouncer. Use my code “15MONNIE” to save 15% off your amazon order 🤍 #babyregistry #babyregistrymusthaves #babymusthaves #newborn #baby #parents  #cuddobaby #babybouncer #blackfriday2024 #momlife #sale  #creatorsearchinsights,,2,0.02,7442994996519763984,3411,ad_12000000000_3_14_1,TRUE,25.1,1024,576,"Baby, Kids & Maternity",Toys for Kids,Conversions,Product-Centric,Product demo,Native Video,Customers,Unclear,Solution Aware,Sales
Puzzle Car Track Set! - Avail 25% OFF,KiddieWink.Pk,2,0.02,7300857340453404674,38870,ad_12000000000_3_15_1,TRUE,45.128,1024,576,"Baby, Kids & Maternity",Toys for Kids,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Asian,Problem Aware,Sales
Order yours now and get ready to make some bubbles!,bubbleblastershop,1,0.02,7225249981132931073,3887,ad_12000000000_3_16_1,TRUE,13.8,1024,576,"Baby, Kids & Maternity",Toys for Kids,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Young Adults,Product Aware,Sales
teething pains relief,,2,0.02,7437128540745334792,5359,ad_12000000000_3_17_1,TRUE,18.234,1024,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Product-Centric,Before-and-after story,Native Video,Customers,Primarily Female,Problem Aware,Sales
The Lark Baby Carrier is the perfect baby carrier 🙌,,2,0.02,7309497056513884161,10480,ad_12000000000_3_18_1,TRUE,39.567,1024,576,"Baby, Kids & Maternity","Other Baby, Kids & Maternity",Conversions,Testimonial & Social Proof,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
Play now!,Dorian: Comics Game Platform,1,0.01,7263617878582444034,1804,ad_25000000000_3_0_1,TRUE,5.967,1024,576,Games,Simulation,Conversions,Promotional & Offer-Based,None,Static Image,None,No People Featured,Unclear,App Promotion
"It is a very practical software, click on the link to download it.",ShowMe,2,0.01,7283037977994166274,75720,ad_25000000000_3_1_1,TRUE,30.018,1024,576,Games,Puzzle,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Unaware Audience,App Promotion
Fold to Unfold,Paper Fold,2,0.01,7064672900821893121,35836,ad_25000000000_3_4_1,TRUE,24.513,1024,576,Games,Hyper-Casual,Conversions,Trend-Based & Reactive,Meme-based content,Native Video,Influencers,Diverse Ethnic Representation,Product Aware,Awareness
Swipe Left and start!,UX Designer Online!,2,0.01,7251536709560467458,3599,ad_25000000000_3_5_1,TRUE,13.631,1024,576,Games,Simulation,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Young Adults,Solution Aware,Sales
Time Limited 5★Demon Slayer Pillar for FREE,Demon Slayer: Rage of Demon King,2,0.01,7234454020731437057,10725,ad_25000000000_3_6_1,FALSE,27.2,1024,576,Games,Action,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,No People Featured,Product Aware,App Promotion
"Enter game land, have a blast.",Cool games,2,0.01,7373534538897883154,2411,ad_25000000000_3_7_1,TRUE,20.62,1024,576,Games,Casino,Conversions,Humor & Entertainment,None,Animation & Motion Graphics,None,No People Featured,Unclear,Engagement
"You were rejected by your mate, your pack's alpha! But he doesn't know your goddess-given secret.",ReelShort,1,0.02,7314989648936615938,4944,ad_25000000000_3_8_1,TRUE,53.383,1024,576,Games,Simulation,Conversions,Brand Story & Mission-Driven,Cinematic brand film,Native Video,Actors,Primarily Young Adults,Unaware Audience,Awareness
Just for security in nowadays world..Hiking poles are an excellent companion for outdoor hiking,Sountit,2,0.02,7477885292574867457,4847,ad_25000000000_3_9_1,TRUE,21.48,1280,720,Games,Shooting,Conversions,Product-Centric,Product demo,Native Video,Actors,Diverse Gender Representation,Unclear,Sales
The Epic Battlefield of Civilizations Worldwide,Era of Conquest,2,0.02,7140522904122703874,4462,ad_25000000000_3_10_1,FALSE,37.825,576,1024,Games,Strategy,Conversions,Product-Centric,Product demo,High-Production Video,None,No People Featured,Unaware Audience,Awareness
Time Limited 5★Demon Slayer Pillar for FREE,Demon Slayer: Blade of Hashira,2,0.02,7234041794510585857,21055,ad_25000000000_3_11_1,FALSE,25.046,720,1280,Games,Action,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Product Aware,App Promotion
"""Treasure awaits! Grab VIP7777. Not excited? Challenge me!""",gear5,2,0.02,7220321259602935810,10088,ad_25000000000_3_12_1,FALSE,32,720,720,Games,RPG,Conversions,Promotional & Offer-Based,Limited-time offer,Animation & Motion Graphics,None,No People Featured,Unaware Audience,App Promotion
Save the dog,Save the Dog: Draw to save,2,0.02,7206266868373291009,29575,ad_25000000000_3_13_1,TRUE,19.934,1280,720,Games,Hyper-Casual,Conversions,Humor & Entertainment,Product demo,Native Video,Influencers,Primarily Young Adults,Unaware Audience,App Promotion
Team Up for the Trial,Shinobi United:Guardian,1,0.02,7038895532622381057,1769,ad_25000000000_3_14_1,TRUE,35.734,1024,576,Games,RPG,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,No People Featured,Product Aware,App Promotion
Swipe Left and start!,App Development Training,2,0.02,7251536691533987842,25803,ad_25000000000_3_15_1,FALSE,13.422,1024,576,Games,Simulation,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Young Adults,Solution Aware,Engagement
Play Instant Games,GamePix,1,0.02,7276924395884412930,4747,ad_25000000000_3_16_1,TRUE,28.375,960,540,Games,Puzzle,Conversions,Humor & Entertainment,Not Applicable,Native Video,None,No People Featured,Unaware Audience,App Promotion
Breach and raid in 1990s industrialised deep space!,Marauders Game,2,0.02,7202645551770435585,4797,ad_25000000000_3_17_1,FALSE,54.016,576,1024,Games,Shooting,Conversions,Brand Story & Mission-Driven,Cinematic brand film,Animation & Motion Graphics,None,No People Featured,Product Aware,Awareness
On Sale Now!,YumYumCookstar,2,0.02,7164924179618889730,31118,ad_25000000000_3_18_1,TRUE,50.225,1024,576,Games,Simulation,Conversions,Product-Centric,Product demo,Native Video,Combination of actors and customers,Diverse Age Range,Product Aware,App Promotion
make your apps easy,UX DESIGN COURSES,1,0.02,7269755599861071873,2331,ad_25000000000_3_19_1,TRUE,14,1280,720,Games,Simulation,Conversions,Trend-Based & Reactive,Aspirational creator collaboration,Native Video,Unclear,Primarily Female,Unaware Audience,Awareness
This series is so incredible! I can't stop watching! Next episode is amazing!,DramaBox - Stream Drama Shorts,1,0.01,7473392617678979080,11519,ad_20000000000_3_0_1,TRUE,451.118,1280,720,Apps,Audio & Video Players,Conversions,Brand Story & Mission-Driven,None,Native Video,Actors,Diverse Age Range,Unaware Audience,Awareness
The Black Friday Sale Is ON RIGHT NOW! 20% off EVERYTHING + more!,CIDER - Clothing & Fashion,2,0.01,7265967788379471874,205590,ad_20000000000_3_1_1,TRUE,39.682,1280,720,Apps,Online Shopping,Conversions,Product-Centric,Unboxing,Native Video,Influencers,Primarily Female,Product Aware,Sales
ChatGPT for reaearch. Ask any question and get an answer directly back from research articles. #chatgpt #science #techtok #studytok #techtips #studyhacks #ai #fyp,,2,0.01,7205579031554392066,9406,ad_20000000000_3_2_1,TRUE,12.072,1280,720,Apps,Education,Conversions,Educational & Explainer,Product demo,Native Video,None,Primarily Male,Problem Aware,Awareness
4you,Alisa,2,0.01,7319568431011594241,18418,ad_20000000000_3_3_1,FALSE,7.011,1080,608,Apps,Online Shopping,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Awareness
Math got ya down? Math AI lifts you up!,Math AI: Problem Solver Helper,2,0.01,7276045132150865921,7739,ad_20000000000_3_4_1,TRUE,24.15,1024,576,Apps,Education,Conversions,Educational & Explainer,Product demo,Native Video,None,Unclear,Problem Aware,App Promotion
The Black Friday Sale Is ON RIGHT NOW! 20% off EVERYTHING + more!,CIDER - Clothing & Fashion,2,0.01,7252623906313142273,123786,ad_20000000000_3_5_1,TRUE,21.617,1280,720,Apps,Online Shopping,Conversions,Product-Centric,Comparison,Native Video,Customers,Primarily Female,Product Aware,Sales
LOWEST PRICES ON SHOES,Discount Shoes,2,0.01,7244950126619688962,5689,ad_20000000000_3_6_1,TRUE,8.685,960,540,Apps,Online Shopping,Conversions,Promotional & Offer-Based,Flash sale,Native Video,None,No People Featured,Product Aware,Sales
Find out more,Your way,2,0.01,7287267390694031362,42503,ad_20000000000_3_7_1,TRUE,16.905,960,540,Apps,Social,Conversions,Brand Story & Mission-Driven,Day-in-the-life story,Native Video,Unclear,Unclear,Unaware Audience,Awareness
Swipe Left,Opportunity,2,0.01,7287244967353450497,7644,ad_20000000000_3_8_1,FALSE,17.234,960,540,Apps,Social,Conversions,Not Applicable,None,Native Video,Unclear,Unclear,Unclear,Traffic
Enjoy a fully customizable keyboard,FUN Keyboard -Emoji & Themes,1,0.01,7311227081857646593,3825,ad_20000000000_3_9_1,TRUE,17.135,1024,576,Apps,Utilities,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,App Promotion
Runaway Billionaire Becomes My Groom,Sereal+ - Stream Short Dramas,1,0.01,7457488973658783752,2137,ad_20000000000_3_10_1,TRUE,231.665,1024,576,Apps,Audio & Video Players,Conversions,Brand Story & Mission-Driven,Day-in-the-life story,Native Video,Actors,Diverse Ethnic Representation,Unaware Audience,App Promotion
Find here the answer to all your doubts now!,Cybersecurity,2,0.01,7262635170809298946,4677,ad_20000000000_3_11_1,TRUE,12.679,1024,576,Apps,Utilities,Conversions,Product-Centric,None,Native Video,Actors,Diverse Gender Representation,Problem Aware,App Promotion
Would Selena die if no one gave her a blood transfusion? Actually，Selena wasn't sick！,ReelShort,2,0.01,7234860724437680129,19658,ad_20000000000_3_12_1,FALSE,47.68,1024,576,Apps,Audio & Video Players,Conversions,Humor & Entertainment,Parody,Native Video,Actors,Diverse Age Range,Unaware Audience,App Promotion
Black Friday MEGA discounts,BlackFriday,2,0.01,7303995308253003777,19790,ad_20000000000_3_13_1,TRUE,30.881,1024,576,Apps,Online Shopping,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,None,Primarily Male,Product Aware,Engagement
ADD $ 998 to CASH APP,CASH APP,1,0.01,7268971337924952065,1910,ad_20000000000_3_14_1,FALSE,19.552,1280,720,Apps,Financial Services,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,App Promotion
Create viral face filters for FREE!,Artificial Artist,2,0.01,7224452692311474178,52117,ad_20000000000_3_15_1,TRUE,16.7,1024,576,Apps,Photography,Conversions,Educational & Explainer,Product demo,Native Video,None,Unclear,Solution Aware,Awareness
"McDonald’s hat, Versace robe, Wutang Dunks 🔥 #gdragon #fashion #viral",,1,0.01,7478894201436749825,3429,ad_20000000000_3_16_1,TRUE,21.222,1024,576,Apps,Social,Conversions,Humor & Entertainment,Parody,Native Video,Combination of actors and customers,Diverse Age Range,Unclear,Engagement
Try to create own filter online!,Create own filter!,2,0.01,7194916787849740289,98903,ad_20000000000_3_17_1,TRUE,11.1,1024,576,Apps,Audio & Video Players,Conversions,Educational & Explainer,Product demo,Native Video,None,Diverse Gender Representation,Solution Aware,Engagement
Swipe left and choose Vision Test!,Quick Vision Test,2,0.01,7262625511439220738,18501,ad_20000000000_3_18_1,TRUE,15.5,960,540,Apps,Health & Fitness,Conversions,Educational & Explainer,FAQ,Native Video,Experts,Primarily Male,Problem Aware,Engagement
access device any remotely,Password Manager too,1,0.01,7288769682739462145,2930,ad_20000000000_3_19_1,TRUE,14.934,1290,720,Apps,Utilities,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Problem Aware,App Promotion
Where athleticwear and scrubs meet!,FableticsScrubs,2,0.01,7328458855381368834,3590,ad_14000000000_3_0_1,FALSE,13.782,1024,576,Beauty & Personal Care,Skincare,Conversions,Promotional & Offer-Based,Member deal,Carousel,Unclear,Primarily Female,Product Aware,Sales
Scrub Tops for $16.99.,mandalascrubs,2,0.01,7310363002527678466,26783,ad_14000000000_3_1_1,TRUE,21.866,960,540,Beauty & Personal Care,Skincare,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Product Aware,Sales
Your solution to body breakouts is here 🙌 use our Level 2 exfoliating pads to exfoliate the skin and calm inflammation! #mandelicacid #bodyacne #bodyacnetreatment #fungalacneskincare #acneproneskin,,1,0.01,7172293454348435458,1939,ad_14000000000_3_2_1,TRUE,15.567,1024,576,Beauty & Personal Care,Skincare,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Problem Aware,Sales
Scrub Tops for $16.99.,mandalascrubs,2,0.01,7310360504853774338,10080,ad_14000000000_3_3_1,TRUE,21.866,960,540,Beauty & Personal Care,Skincare,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Solution Aware,Sales
@Hourglass Cosmetics has 4 NEW Phantom Volumizing Glossy Balm shades and I love themmm! Which one is your fav? In order : Secret Red 0 Invite  Wander  #hourglasspartner,,2,0.01,7473238724084776976,4211,ad_14000000000_3_4_1,TRUE,30.022,1032,576,Beauty & Personal Care,Cosmetics,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Product Aware,Sales
"N°10 body glow is rich in shea butter, squalane, sunflower seed oil, and Vitamin C",+Lux Unfiltered,2,0.01,7146291079322845185,1998,ad_14000000000_3_5_1,TRUE,12.843,1024,576,Beauty & Personal Care,Skincare,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Solution Aware,Sales
"AD | if you know me, you know the Phantom Volumizing Glossy Balm by @Hourglass Cosmetics has been my holy grail forever. The NEW pearlescent shades take this already perfect product to the next level. Wearing shade “Secret” today— it’s hydrating, plumping, and super glossy💄✨#HourglassPartner #lipcombo #lipgloss #makeupreview",,2,0.01,7476579627562647553,9953,ad_14000000000_3_6_1,TRUE,43.374,1024,576,Beauty & Personal Care,Cosmetics,Conversions,Testimonial & Social Proof,Product demo,Native Video,Influencers,Primarily Female,Product Aware,Sales
"This stunning Goddess Braids look is brought to life with our #4 Medium Brown Deep Wave Bulk Hair. The soft, bouncy curls are perfect for that effortless, goddess vibe! 😍✨ Whether you're rocking boho braids or goddess braids, this texture will have you looking flawless all season long.  🌟 Black Friday deals are here! 🌟 The biggest discount of the year is going on NOW! Don’t miss out on these amazing savings. 🛍️🔥 Hurry, before it's gone! #GoddessBraids #BohoBraids #DeepWaveHair #MediumBrownHair #BlackFriday #HairGoals #NaturalCurls #BraidedBeauty #HairInspo #BlackGirlMagic #HairMagic #HairVibes #fyp",,2,0.01,7442620956655288337,2827,ad_14000000000_3_7_1,TRUE,11.587,1024,576,Beauty & Personal Care,Wig & Hair Styling,Conversions,Lifestyle & Aspirational,None,Native Video,Influencers,Primarily Female,Unclear,Unclear
Replying to @💜🦋SexyPixy74💎🔮 You know I’d never lie to my nail baddies🤞🏼 Ill always be here to help find the best most affordable products! @MakarttPro is having their biggest sale yet 11/29&12/2!! Check the🔗 under my bio #littlenailbaddie#acrylicapplication#acrylic#nails#beginnernailtech#nailtech#makarttproblackfridaysale #makarttprocybermondaysale #blackfriday #cybermonday#nailedandplayed#nailtutorial#fyp#nailtok#nailtiktok#nailbaddie,,2,0.01,7437560142486700048,2687,ad_14000000000_3_8_1,TRUE,72.9,1024,576,Beauty & Personal Care,Cosmetics,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Product Aware,Sales
"Get 50% Off ,This Is Hot Sales! #lipplumper#liploss#makeup#full#summermakeup#beauty#lips#kissio",,1,0.01,7266773146370932738,6225,ad_14000000000_3_9_1,TRUE,28.156,1024,576,Beauty & Personal Care,Skincare,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Product Aware,Sales
Scrub Tops for $16.99.,mandalascrubs,2,0.01,7296662489487048705,1929,ad_14000000000_3_10_1,TRUE,17.727,1024,576,Beauty & Personal Care,Skincare,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
i would choose the @MakarttPro polishes to some of my higher end polishes any day tbh. and theyre so much more affordable!! #makartt #gelpolish #beginnernailtech,,2,0.01,7380119227216789505,2612,ad_14000000000_3_11_1,TRUE,33.2,1024,576,Beauty & Personal Care,Cosmetics,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Product Aware,Sales
"The perfect look starts from here!50% BIG SALE, 30 days Return Guarantee! Accept Klarna! ",BAISI HAIR,2,0.01,7362061989126684688,3636,ad_14000000000_3_12_1,TRUE,14.815,1280,720,Beauty & Personal Care,Wig & Hair Styling,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
“Another win for the redheads..” - @Molly Katherine 🙌🏻🎉👩🏻‍🦰 #FinallyHaveLashes #LoveYourRedHairDay,,1,0.01,7162609969769463810,2760,ad_14000000000_3_13_1,TRUE,44.512,1024,576,Beauty & Personal Care,Cosmetics,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Problem Aware,Sales
Watch me do these birthday nails 🎂 Using @MakarttPro products  -Non C-curve nail tips (stiletto) -Ultra prep -EMA monomer (strawberry) -Black gel polish -Buttermilk yellow gel polish #makarttpro #makarttprobrandartist #phillynails #phillynailtech #acylicnails #nailtech #longnails #watchmework #birthdaynails,,1,0.01,7466987739897167888,3168,ad_14000000000_3_14_1,TRUE,71.834,1024,576,Beauty & Personal Care,Cosmetics,Conversions,Product-Centric,Product demo,Native Video,None,Diverse Gender Representation,Solution Aware,Awareness
Black friday sale!Buy one get one free!,Wigs on sale,2,0.01,7143523145596026881,2174,ad_14000000000_3_15_1,TRUE,19.052,576,576,Beauty & Personal Care,Wig & Hair Styling,Conversions,Product-Centric,Product demo,Native Video,Unclear,Primarily Female,Product Aware,Sales
Sale ends Today - Don't miss out,Hair Growth Oil,2,0.01,7319472428403621890,12703,ad_14000000000_3_16_1,TRUE,53.866,1280,720,Beauty & Personal Care,Haircare,Conversions,Testimonial & Social Proof,Before-and-after story,Native Video,Customers,Primarily Female,Problem Aware,Sales
"New Product Launch! Limited Time: 1-Hour Flash Sale, Up To 50% Off!",,1,0.01,7417062472953298951,1988,ad_14000000000_3_17_1,TRUE,32.208,1024,576,Beauty & Personal Care,Cosmetics,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Sales
All my ladies need this!!,Michelle,2,0.01,7200479763416072193,4136,ad_14000000000_3_18_1,TRUE,54.823,576,576,Beauty & Personal Care,Skincare,Conversions,Testimonial & Social Proof,Before-and-after story,Native Video,Customers,Primarily Female,Solution Aware,Sales
